focalsample_date,individual_id,focal_unit_name,duration,Year,Month,Band,Infant,TakeoverID,Period,Groom.F,Groom.M,Prop.M,Prop.F
8/21/15,194,D,15.38,2015,8,Small,N,DEM2015-03-19,Post,0,0,0,0
8/31/15,194,D,15.38,2015,8,Small,N,DEM2015-03-19,Post,0,0,0,0
9/2/15,194,D,15.1,2015,9,Small,N,DEM2015-03-19,Post,0,0,0,0
9/8/15,194,D,15.02,2015,9,Small,N,DEM2015-03-19,Post,0,0,0,0
7/31/18,194,D,14.28,2018,7,Small,N,PEE2018-07-31,Post,0,0,0,0
8/4/18,194,D,13.2,2018,8,Small,N,PEE2018-07-31,Post,0,0,0,0
8/7/18,194,D,7.97,2018,8,Small,N,PEE2018-07-31,Post,0,0,0,0
8/9/18,194,D,12.73,2018,8,Small,N,PEE2018-07-31,Post,0,0,0,0
8/13/18,194,D,9.78,2018,8,Small,N,PEE2018-07-31,Post,0,0,0,0
8/14/18,194,D,12.25,2018,8,Small,N,PEE2018-07-31,Post,0,0,0,0
8/15/18,194,D,14.67,2018,8,Small,N,PEE2018-07-31,Post,7.85,0,0,0.54
8/16/18,194,D,14.28,2018,8,Small,N,PEE2018-07-31,Post,0,0,0,0
8/20/18,194,D,14.88,2018,8,Small,N,PEE2018-07-31,Post,0,0,0,0
8/24/18,194,D,14.75,2018,8,Small,N,PEE2018-07-31,Post,0,0,0,0
8/25/18,194,D,14.17,2018,8,Small,N,PEE2018-07-31,Post,0,0,0,0
9/7/18,194,D,13.55,2018,9,Small,N,PEE2018-07-31,Post,0,0,0,0
9/25/18,194,D,14.8,2018,9,Small,N,PEE2018-07-31,Post,0,0,0,0
10/10/18,194,D,12.08,2018,10,Small,N,PEE2018-07-31,Post,0,0,0,0
10/16/18,194,D,14.08,2018,10,Small,N,PEE2018-07-31,Post,0,0,0,0
10/30/18,194,D,13.83,2018,10,Small,N,PEE2018-07-31,Post,0,0,0,0
10/31/18,194,D,14.08,2018,10,Small,N,PEE2018-07-31,Post,0,0,0,0
11/13/18,194,D,14.12,2018,11,Small,N,PEE2018-07-31,Post,0,0,0,0
11/14/18,194,D,13.58,2018,11,Small,N,PEE2018-07-31,Post,0,0,0,0
11/21/18,194,D,14.1,2018,11,Small,N,PEE2018-07-31,Post,0,0,0,0
11/22/18,194,D,14.02,2018,11,Small,N,PEE2018-07-31,Post,0,0,0,0
11/23/18,194,D,12.12,2018,11,Small,N,PEE2018-07-31,Post,11.98,0,0,0.99
11/26/18,194,D,14.97,2018,11,Small,N,PEE2018-07-31,Post,0,0,0,0
11/27/18,194,D,14.77,2018,11,Small,N,PEE2018-07-31,Post,3.43,4.53,0.31,0.23
11/28/18,194,D,13.4,2018,11,Small,N,PEE2018-07-31,Post,0,0,0,0
11/29/18,194,D,14.8,2018,11,Small,N,PEE2018-07-31,Post,0,0,0,0
12/3/18,194,D,14.38,2018,12,Small,N,PEE2018-07-31,Post,0,0,0,0
12/20/18,194,D,14.18,2018,12,Small,N,PEE2018-07-31,Post,0,0,0,0
12/20/18,194,D,14.18,2018,12,Small,N,PEE2018-07-31,Post,0,0,0,0
12/24/18,194,D,14.58,2018,12,Small,N,PEE2018-07-31,Post,0,0,0,0
1/3/19,194,D,14.02,2019,1,Small,N,PEE2018-07-31,Post,0,0,0,0
1/14/19,194,D,13.65,2019,1,Small,N,PEE2018-07-31,Post,0,0,0,0
1/22/19,194,D,13.67,2019,1,Small,N,PEE2018-07-31,Post,11.4,0,0,0.83
3/19/15,197,D,16.07,2015,3,Small,N,DEM2015-03-19,Post,0,0,0,0
3/20/15,197,D,15.38,2015,3,Small,N,DEM2015-03-19,Post,9.57,0,0,0.62
3/24/15,197,D,15.13,2015,3,Small,N,DEM2015-03-19,Post,6.72,0,0,0.44
3/30/15,197,D,15.68,2015,3,Small,N,DEM2015-03-19,Post,2.48,5.33,0.34,0.16
4/2/15,197,D,15.5,2015,4,Small,N,DEM2015-03-19,Post,0,0,0,0
4/4/15,197,D,15.17,2015,4,Small,N,DEM2015-03-19,Post,0.47,0,0,0.03
4/6/15,197,D,15.47,2015,4,Small,N,DEM2015-03-19,Post,0,0,0,0
4/16/15,197,D,15.22,2015,4,Small,N,DEM2015-03-19,Post,0,0,0,0
4/21/15,197,D,15.35,2015,4,Small,N,DEM2015-03-19,Post,2.53,0,0,0.17
4/24/15,197,D,14.75,2015,4,Small,N,DEM2015-03-19,Post,5.53,0,0,0.38
4/27/15,197,D,15.35,2015,4,Small,N,DEM2015-03-19,Post,0,0,0,0
5/2/15,197,D,15.4,2015,5,Small,N,DEM2015-03-19,Post,0,0,0,0
5/19/15,197,D,15.43,2015,5,Small,N,DEM2015-03-19,Post,5.32,0,0,0.34
6/8/15,197,D,19.05,2015,6,Small,N,DEM2015-03-19,Post,0,0,0,0
6/19/15,197,D,15.18,2015,6,Small,N,DEM2015-03-19,Post,11.92,0,0,0.78
6/24/15,197,D,15.43,2015,6,Small,N,DEM2015-03-19,Post,0,0,0,0
7/7/15,197,D,15.43,2015,7,Small,N,DEM2015-03-19,Post,0,0,0,0
7/17/15,197,D,15.42,2015,7,Small,N,DEM2015-03-19,Post,0,0,0,0
7/28/15,197,D,15.42,2015,7,Small,N,DEM2015-03-19,Post,0,1.35,0.09,0
8/10/15,197,D,15.35,2015,8,Small,N,DEM2015-03-19,Post,0,0,0,0
8/21/15,197,D,15.37,2015,8,Small,N,DEM2015-03-19,Post,0,0,0,0
8/31/15,197,D,14.67,2015,8,Small,N,DEM2015-03-19,Post,0,0,0,0
9/2/15,197,D,15.12,2015,9,Small,N,DEM2015-03-19,Post,0,0,0,0
9/8/15,197,D,14.63,2015,9,Small,N,DEM2015-03-19,Post,0,4.57,0.31,0
3/19/15,199,D,15.72,2015,3,Small,N,DEM2015-03-19,Post,6.3,3.63,0.23,0.4
3/20/15,199,D,16.42,2015,3,Small,N,DEM2015-03-19,Post,0,0,0,0
3/24/15,199,D,15.23,2015,3,Small,N,DEM2015-03-19,Post,0,0,0,0
3/25/15,199,D,15.48,2015,3,Small,N,DEM2015-03-19,Post,0,0,0,0
3/30/15,199,D,15.08,2015,3,Small,N,DEM2015-03-19,Post,0,0.58,0.04,0
3/31/15,199,D,15.42,2015,3,Small,N,DEM2015-03-19,Post,0,0,0,0
4/2/15,199,D,14.83,2015,4,Small,N,DEM2015-03-19,Post,3.85,4.43,0.3,0.26
4/4/15,199,D,15.17,2015,4,Small,N,DEM2015-03-19,Post,3.7,0,0,0.24
4/6/15,199,D,15.55,2015,4,Small,N,DEM2015-03-19,Post,0,0,0,0
4/21/15,199,D,15.32,2015,4,Small,N,DEM2015-03-19,Post,0,0,0,0
4/24/15,199,D,16.25,2015,4,Small,N,DEM2015-03-19,Post,0,14.48,0.89,0
4/27/15,199,D,15.1,2015,4,Small,N,DEM2015-03-19,Post,0.83,0,0,0.06
5/2/15,199,D,15.15,2015,5,Small,N,DEM2015-03-19,Post,0,0,0,0
5/19/15,199,D,15.58,2015,5,Small,N,DEM2015-03-19,Post,0,0,0,0
6/8/15,199,D,15.5,2015,6,Small,N,DEM2015-03-19,Post,0,0,0,0
6/19/15,199,D,15.8,2015,6,Small,N,DEM2015-03-19,Post,2,3.02,0.19,0.13
6/24/15,199,D,15.22,2015,6,Small,N,DEM2015-03-19,Post,0,0,0,0
7/7/15,199,D,14.87,2015,7,Small,N,DEM2015-03-19,Post,0,4.23,0.28,0
7/17/15,199,D,15.45,2015,7,Small,N,DEM2015-03-19,Post,0,0,0,0
7/28/15,199,D,15.37,2015,7,Small,N,DEM2015-03-19,Post,0,0.17,0.01,0
8/10/15,199,D,15.42,2015,8,Small,N,DEM2015-03-19,Post,0,0,0,0
8/21/15,199,D,15.53,2015,8,Small,N,DEM2015-03-19,Post,6.77,0,0,0.44
8/28/15,199,D,15.4,2015,8,Small,N,DEM2015-03-19,Post,0,0,0,0
8/31/15,199,D,15.15,2015,8,Small,N,DEM2015-03-19,Post,0,0,0,0
9/8/15,199,D,14.97,2015,9,Small,N,DEM2015-03-19,Post,0,0,0,0
9/10/15,199,D,15.13,2015,9,Small,N,DEM2015-03-19,Post,0,0,0,0
7/31/18,199,D,12.37,2018,7,Small,N,PEE2018-07-31,Post,0,0,0,0
8/4/18,199,D,13.98,2018,8,Small,N,PEE2018-07-31,Post,3.87,0,0,0.28
8/7/18,199,D,14.4,2018,8,Small,N,PEE2018-07-31,Post,0,0,0,0
8/9/18,199,D,12.28,2018,8,Small,N,PEE2018-07-31,Post,0,0,0,0
8/14/18,199,D,10.03,2018,8,Small,N,PEE2018-07-31,Post,0,0,0,0
8/15/18,199,D,14.93,2018,8,Small,N,PEE2018-07-31,Post,0,10.15,0.68,0
8/16/18,199,D,11.73,2018,8,Small,N,PEE2018-07-31,Post,0,0,0,0
8/20/18,199,D,14.23,2018,8,Small,N,PEE2018-07-31,Post,0,0,0,0
8/24/18,199,D,14.53,2018,8,Small,N,PEE2018-07-31,Post,0,0,0,0
8/25/18,199,D,12.75,2018,8,Small,N,PEE2018-07-31,Post,0,0,0,0
9/7/18,199,D,14.22,2018,9,Small,N,PEE2018-07-31,Post,0,0,0,0
10/10/18,199,D,14.05,2018,10,Small,N,PEE2018-07-31,Post,0.82,11.32,0.81,0.06
10/16/18,199,D,12.83,2018,10,Small,N,PEE2018-07-31,Post,0,0.57,0.04,0
10/30/18,199,D,14.38,2018,10,Small,N,PEE2018-07-31,Post,0,0,0,0
10/31/18,199,D,13.42,2018,10,Small,N,PEE2018-07-31,Post,2.18,1,0.07,0.16
11/13/18,199,D,14.58,2018,11,Small,N,PEE2018-07-31,Post,12.58,0,0,0.86
11/14/18,199,D,10.98,2018,11,Small,N,PEE2018-07-31,Post,0,0,0,0
11/21/18,199,D,13.7,2018,11,Small,N,PEE2018-07-31,Post,0,0,0,0
11/22/18,199,D,13.2,2018,11,Small,N,PEE2018-07-31,Post,3.47,0,0,0.26
11/23/18,199,D,14.4,2018,11,Small,N,PEE2018-07-31,Post,0,0,0,0
11/26/18,199,D,13.72,2018,11,Small,N,PEE2018-07-31,Post,1.37,0,0,0.1
11/27/18,199,D,14.32,2018,11,Small,N,PEE2018-07-31,Post,3.7,0,0,0.26
11/28/18,199,D,13.55,2018,11,Small,N,PEE2018-07-31,Post,0,0,0,0
11/29/18,199,D,5.95,2018,11,Small,N,PEE2018-07-31,Post,0,0,0,0
12/3/18,199,D,14.15,2018,12,Small,N,PEE2018-07-31,Post,0,0,0,0
12/3/18,199,D,12.27,2018,12,Small,N,PEE2018-07-31,Post,0,0,0,0
12/20/18,199,D,14.57,2018,12,Small,N,PEE2018-07-31,Post,0,0,0,0
12/20/18,199,D,14.57,2018,12,Small,N,PEE2018-07-31,Post,0,0,0,0
12/24/18,199,D,14.9,2018,12,Small,N,PEE2018-07-31,Post,0.07,0,0,0
1/3/19,199,D,14.35,2019,1,Small,N,PEE2018-07-31,Post,0,0.68,0.05,0
1/17/19,199,D,14.52,2019,1,Small,N,PEE2018-07-31,Post,0,0,0,0
1/22/19,199,D,14.12,2019,1,Small,N,PEE2018-07-31,Post,12.97,0,0,0.92
3/19/15,203,D,16.03,2015,3,Small,N,DEM2015-03-19,Post,0,0,0,0
3/20/15,203,D,15.23,2015,3,Small,N,DEM2015-03-19,Post,0,2.6,0.17,0
3/24/15,203,D,15.57,2015,3,Small,N,DEM2015-03-19,Post,0,0,0,0
3/25/15,203,D,15.27,2015,3,Small,N,DEM2015-03-19,Post,0.42,8.4,0.55,0.03
3/25/15,203,D,15.32,2015,3,Small,N,DEM2015-03-19,Post,0,0,0,0
3/28/15,203,D,15.43,2015,3,Small,N,DEM2015-03-19,Post,0,0,0,0
3/30/15,203,D,15.47,2015,3,Small,N,DEM2015-03-19,Post,13.05,0,0,0.84
3/31/15,203,D,15.53,2015,3,Small,N,DEM2015-03-19,Post,0,0,0,0
4/2/15,203,D,15.42,2015,4,Small,N,DEM2015-03-19,Post,7.85,0,0,0.51
4/4/15,203,D,15.3,2015,4,Small,N,DEM2015-03-19,Post,0.07,0,0,0
4/6/15,203,D,15.03,2015,4,Small,N,DEM2015-03-19,Post,0,14.97,1,0
4/16/15,203,D,15.45,2015,4,Small,N,DEM2015-03-19,Post,0,0,0,0
4/21/15,203,D,15.38,2015,4,Small,N,DEM2015-03-19,Post,0,0,0,0
4/24/15,203,D,15.68,2015,4,Small,N,DEM2015-03-19,Post,5.7,0,0,0.36
4/27/15,203,D,15.1,2015,4,Small,N,DEM2015-03-19,Post,0,0.38,0.03,0
5/2/15,203,D,15.47,2015,5,Small,N,DEM2015-03-19,Post,4.27,0,0,0.28
5/20/15,203,D,15.47,2015,5,Small,N,DEM2015-03-19,Post,3.35,0,0,0.22
6/8/15,203,D,15.45,2015,6,Small,N,DEM2015-03-19,Post,2.52,0,0,0.16
6/19/15,203,D,15.55,2015,6,Small,N,DEM2015-03-19,Post,5.33,0,0,0.34
6/24/15,203,D,15.4,2015,6,Small,N,DEM2015-03-19,Post,0,0,0,0
7/7/15,203,D,15.48,2015,7,Small,N,DEM2015-03-19,Post,5.95,0,0,0.38
7/17/15,203,D,15.38,2015,7,Small,N,DEM2015-03-19,Post,0,0,0,0
7/28/15,203,D,15.3,2015,7,Small,N,DEM2015-03-19,Post,0,0,0,0
8/10/15,203,D,15.33,2015,8,Small,N,DEM2015-03-19,Post,0,0,0,0
8/21/15,203,D,15.52,2015,8,Small,N,DEM2015-03-19,Post,0.8,0,0,0.05
8/28/15,203,D,15.4,2015,8,Small,N,DEM2015-03-19,Post,0,0,0,0
8/31/15,203,D,14.92,2015,8,Small,N,DEM2015-03-19,Post,0,0,0,0
9/8/15,203,D,15.48,2015,9,Small,N,DEM2015-03-19,Post,3.03,0,0,0.2
9/10/15,203,D,15.12,2015,9,Small,N,DEM2015-03-19,Post,7.25,0,0,0.48
3/19/15,209,D,15.9,2015,3,Small,N,DEM2015-03-19,Post,2.35,1.82,0.11,0.15
3/20/15,209,D,15.48,2015,3,Small,N,DEM2015-03-19,Post,0,0,0,0
3/28/15,209,D,16.3,2015,3,Small,N,DEM2015-03-19,Post,11.72,0,0,0.72
3/30/15,209,D,15.53,2015,3,Small,N,DEM2015-03-19,Post,0,0,0,0
4/2/15,209,D,15.35,2015,4,Small,N,DEM2015-03-19,Post,0,0,0,0
4/4/15,209,D,15.43,2015,4,Small,N,DEM2015-03-19,Post,7.72,0,0,0.5
4/6/15,209,D,15.38,2015,4,Small,N,DEM2015-03-19,Post,0,0,0,0
4/16/15,209,D,15.6,2015,4,Small,N,DEM2015-03-19,Post,0.18,0,0,0.01
4/21/15,209,D,15.1,2015,4,Small,N,DEM2015-03-19,Post,0,0,0,0
4/24/15,209,D,18.48,2015,4,Small,N,DEM2015-03-19,Post,0,0,0,0
4/27/15,209,D,15.27,2015,4,Small,N,DEM2015-03-19,Post,4.33,0,0,0.28
5/2/15,209,D,15.17,2015,5,Small,N,DEM2015-03-19,Post,4.47,0,0,0.29
5/20/15,209,D,16.42,2015,5,Small,N,DEM2015-03-19,Post,0,0,0,0
6/8/15,209,D,15.35,2015,6,Small,N,DEM2015-03-19,Post,0,0,0,0
6/19/15,209,D,15.35,2015,6,Small,N,DEM2015-03-19,Post,0,0,0,0
6/24/15,209,D,15.3,2015,6,Small,N,DEM2015-03-19,Post,0,0,0,0
7/7/15,209,D,15.53,2015,7,Small,N,DEM2015-03-19,Post,0,0,0,0
7/17/15,209,D,15.45,2015,7,Small,N,DEM2015-03-19,Post,0,0,0,0
7/28/15,209,D,15.5,2015,7,Small,N,DEM2015-03-19,Post,0,3.45,0.22,0
8/10/15,209,D,15.05,2015,8,Small,N,DEM2015-03-19,Post,0,0,0,0
8/21/15,209,D,15.28,2015,8,Small,N,DEM2015-03-19,Post,0,0,0,0
8/31/15,209,D,15.82,2015,8,Small,N,DEM2015-03-19,Post,0,0,0,0
9/8/15,209,D,15.05,2015,9,Small,N,DEM2015-03-19,Post,0,0,0,0
9/10/15,209,D,15.15,2015,9,Small,N,DEM2015-03-19,Post,0,0,0,0
7/31/18,209,D,14.43,2018,7,Small,N,PEE2018-07-31,Post,0,0,0,0
8/4/18,209,D,10.98,2018,8,Small,N,PEE2018-07-31,Post,0,0,0,0
8/7/18,209,D,14.95,2018,8,Small,N,PEE2018-07-31,Post,0,0,0,0
8/8/18,209,D,12.92,2018,8,Small,N,PEE2018-07-31,Post,0,0,0,0
8/10/18,209,D,10.97,2018,8,Small,N,PEE2018-07-31,Post,0,0,0,0
8/14/18,209,D,14.8,2018,8,Small,N,PEE2018-07-31,Post,0,0,0,0
8/15/18,209,D,14.23,2018,8,Small,N,PEE2018-07-31,Post,0,0,0,0
8/20/18,209,D,13.07,2018,8,Small,N,PEE2018-07-31,Post,0,0,0,0
8/24/18,209,D,14.6,2018,8,Small,N,PEE2018-07-31,Post,0,0,0,0
9/7/18,209,D,11.22,2018,9,Small,N,PEE2018-07-31,Post,0,0,0,0
9/12/18,209,D,6.38,2018,9,Small,N,PEE2018-07-31,Post,0,0,0,0
9/12/18,209,D,13.67,2018,9,Small,N,PEE2018-07-31,Post,0,0,0,0
10/9/18,209,D,12.97,2018,10,Small,N,PEE2018-07-31,Post,0,0,0,0
10/16/18,209,D,13.53,2018,10,Small,N,PEE2018-07-31,Post,0,0,0,0
10/31/18,209,D,11.15,2018,10,Small,N,PEE2018-07-31,Post,0,0,0,0
11/13/18,209,D,14.27,2018,11,Small,N,PEE2018-07-31,Post,0,0,0,0
11/22/18,209,D,13.13,2018,11,Small,N,PEE2018-07-31,Post,12.55,0,0,0.96
11/23/18,209,D,14.68,2018,11,Small,N,PEE2018-07-31,Post,0,0,0,0
11/26/18,209,D,13.93,2018,11,Small,N,PEE2018-07-31,Post,0,0,0,0
11/27/18,209,D,14.92,2018,11,Small,N,PEE2018-07-31,Post,0,0,0,0
11/28/18,209,D,14.97,2018,11,Small,N,PEE2018-07-31,Post,0,0,0,0
12/3/18,209,D,14.52,2018,12,Small,N,PEE2018-07-31,Post,0,0,0,0
12/20/18,209,D,14.55,2018,12,Small,N,PEE2018-07-31,Post,0,0,0,0
12/20/18,209,D,14.55,2018,12,Small,N,PEE2018-07-31,Post,0,0,0,0
12/24/18,209,D,11.42,2018,12,Small,N,PEE2018-07-31,Post,0,0,0,0
1/3/19,209,D,14.28,2019,1,Small,N,PEE2018-07-31,Post,0,0,0,0
1/17/19,209,D,13.4,2019,1,Small,N,PEE2018-07-31,Post,0,0,0,0
1/22/19,209,D,13.87,2019,1,Small,N,PEE2018-07-31,Post,0,0,0,0
3/19/15,213,D,15.88,2015,3,Small,N,DEM2015-03-19,Post,7,0,0,0.44
3/20/15,213,D,15.42,2015,3,Small,N,DEM2015-03-19,Post,0,0,0,0
3/30/15,213,D,15.47,2015,3,Small,N,DEM2015-03-19,Post,0,0,0,0
4/2/15,213,D,15.48,2015,4,Small,N,DEM2015-03-19,Post,0,0,0,0
4/4/15,213,D,15.68,2015,4,Small,N,DEM2015-03-19,Post,0.18,0,0,0.01
4/6/15,213,D,15.42,2015,4,Small,N,DEM2015-03-19,Post,0,0,0,0
4/16/15,213,D,15.25,2015,4,Small,N,DEM2015-03-19,Post,0,0,0,0
4/21/15,213,D,15.5,2015,4,Small,N,DEM2015-03-19,Post,0,0,0,0
4/24/15,213,D,15.45,2015,4,Small,N,DEM2015-03-19,Post,14.95,0,0,0.97
5/2/15,213,D,15.28,2015,5,Small,N,DEM2015-03-19,Post,0,0,0,0
5/20/15,213,D,15.37,2015,5,Small,N,DEM2015-03-19,Post,0,0,0,0
6/8/15,213,D,15.57,2015,6,Small,N,DEM2015-03-19,Post,0,0,0,0
6/19/15,213,D,15.15,2015,6,Small,N,DEM2015-03-19,Post,0,0,0,0
6/24/15,213,D,15.38,2015,6,Small,N,DEM2015-03-19,Post,0,0,0,0
7/7/15,213,D,14.43,2015,7,Small,N,DEM2015-03-19,Post,0,0,0,0
7/17/15,213,D,14.98,2015,7,Small,N,DEM2015-03-19,Post,0,0,0,0
7/28/15,213,D,15.4,2015,7,Small,N,DEM2015-03-19,Post,0,0,0,0
8/10/15,213,D,15.32,2015,8,Small,N,DEM2015-03-19,Post,0,0,0,0
8/21/15,213,D,15.17,2015,8,Small,N,DEM2015-03-19,Post,0,0,0,0
8/31/15,213,D,15.37,2015,8,Small,N,DEM2015-03-19,Post,0,0,0,0
9/8/15,213,D,15.05,2015,9,Small,N,DEM2015-03-19,Post,5.97,0,0,0.4
9/10/15,213,D,16.65,2015,9,Small,N,DEM2015-03-19,Post,0,0,0,0
5/21/16,232,E,15.15,2016,5,Other,N,VEX2016-03-09,Post,0,0,0,0
6/10/16,232,E,15.28,2016,6,Other,N,VEX2016-03-09,Post,0,0,0,0
7/28/16,232,E,15.45,2016,7,Other,N,VEX2016-03-09,Post,0,0,0,0
5/21/16,235,E,15.13,2016,5,Other,N,VEX2016-03-09,Post,0,0,0,0
6/10/16,235,E,15.38,2016,6,Other,N,VEX2016-03-09,Post,0,0,0,0
7/28/16,235,E,13.72,2016,7,Other,N,VEX2016-03-09,Post,0,0,0,0
5/21/16,249,E,15.08,2016,5,Other,N,VEX2016-03-09,Post,6.1,0,0,0.4
6/10/16,249,E,15.52,2016,6,Other,N,VEX2016-03-09,Post,0,0,0,0
7/28/16,249,E,14.9,2016,7,Other,N,VEX2016-03-09,Post,0,0,0,0
5/21/16,253,E,15.12,2016,5,Other,N,VEX2016-03-09,Post,0,0,0,0
6/10/16,253,E,15.5,2016,6,Other,N,VEX2016-03-09,Post,0,0,0,0
7/28/16,253,E,15.4,2016,7,Other,N,VEX2016-03-09,Post,0,0,0,0
5/21/16,255,E,15.32,2016,5,Other,N,VEX2016-03-09,Post,0,0,0,0
6/10/16,255,E,14.98,2016,6,Other,N,VEX2016-03-09,Post,0,0,0,0
7/28/16,255,E,15.37,2016,7,Other,N,VEX2016-03-09,Post,0,0,0,0
7/23/09,257,F-old,15.62,2009,7,Other,N,FRE2009-06-17,Post,0,0,0,0
7/24/09,257,F-old,15.77,2009,7,Other,N,FRE2009-06-17,Post,0,0,0,0
7/25/09,257,F-old,15.25,2009,7,Other,N,FRE2009-06-17,Post,0,0,0,0
7/25/09,257,F-old,7.67,2009,7,Other,N,FRE2009-06-17,Post,0,0,0,0
7/28/09,257,F-old,15.43,2009,7,Other,N,FRE2009-06-17,Post,0,0,0,0
8/1/09,257,F-old,15.5,2009,8,Other,N,FRE2009-06-17,Post,0,0,0,0
7/23/09,258,F-old,15.4,2009,7,Other,N,FRE2009-06-17,Post,0,0,0,0
7/24/09,258,F-old,15.5,2009,7,Other,N,FRE2009-06-17,Post,0,0,0,0
7/25/09,258,F-old,15.52,2009,7,Other,N,FRE2009-06-17,Post,0,0,0,0
7/28/09,258,F-old,15.6,2009,7,Other,N,FRE2009-06-17,Post,0,0,0,0
8/1/09,258,F-old,15.75,2009,8,Other,N,FRE2009-06-17,Post,4.05,0,0,0.26
10/1/09,258,F-old,15.25,2009,10,Other,N,FRE2009-06-17,Post,12.43,0,0,0.82
7/23/09,261,F-old,15.43,2009,7,Other,N,FRE2009-06-17,Post,0,0,0,0
7/24/09,261,F-old,15.52,2009,7,Other,N,FRE2009-06-17,Post,0,0,0,0
7/25/09,261,F-old,15.4,2009,7,Other,N,FRE2009-06-17,Post,0,0,0,0
7/28/09,261,F-old,15.93,2009,7,Other,N,FRE2009-06-17,Post,0,0,0,0
8/1/09,261,F-old,15.58,2009,8,Other,N,FRE2009-06-17,Post,0,0,0,0
8/7/09,261,F-old,15.35,2009,8,Other,N,FRE2009-06-17,Post,0,0,0,0
10/12/09,261,F-old,15.38,2009,10,Other,N,FRE2009-06-17,Post,0.33,0,0,0.02
7/23/09,265,F-old,15.42,2009,7,Other,N,FRE2009-06-17,Post,0.85,0,0,0.06
7/24/09,265,F-old,15.42,2009,7,Other,N,FRE2009-06-17,Post,0,0,0,0
7/25/09,265,F-old,15.32,2009,7,Other,N,FRE2009-06-17,Post,0,0,0,0
7/28/09,265,F-old,15.53,2009,7,Other,N,FRE2009-06-17,Post,1.82,0,0,0.12
8/1/09,265,F-old,16.1,2009,8,Other,N,FRE2009-06-17,Post,2.17,1.38,0.09,0.13
7/23/09,266,F-old,15.53,2009,7,Other,N,FRE2009-06-17,Post,0,0,0,0
7/24/09,266,F-old,15.4,2009,7,Other,N,FRE2009-06-17,Post,0,0,0,0
7/25/09,266,F-old,15.53,2009,7,Other,N,FRE2009-06-17,Post,0.13,0,0,0.01
7/28/09,266,F-old,15.7,2009,7,Other,N,FRE2009-06-17,Post,2.15,0,0,0.14
8/1/09,266,F-old,15.62,2009,8,Other,N,FRE2009-06-17,Post,0,0,0,0
3/28/16,290,G,15.7,2016,3,Mid,N,YOS2015-12-27,Post,0,0,0,0
3/29/16,290,G,15.12,2016,3,Mid,N,YOS2015-12-27,Post,0,0,0,0
5/11/16,290,G,15.23,2016,5,Mid,N,YOS2015-12-27,Post,0,0,0,0
6/7/16,290,G,15.28,2016,6,Mid,N,YOS2015-12-27,Post,3.92,0,0,0.26
10/29/09,297,G,15.27,2009,10,Mid,N,GEO2009-10-19,Post,0,0,0,0
2/20/10,297,G,15.58,2010,2,Mid,N,GEO2009-10-19,Post,0,0,0,0
3/28/16,297,G,15.18,2016,3,Mid,N,YOS2015-12-27,Post,0,0,0,0
3/29/16,297,G,15.13,2016,3,Mid,N,YOS2015-12-27,Post,0,0,0,0
5/11/16,297,G,15.5,2016,5,Mid,N,YOS2015-12-27,Post,0,2.12,0.14,0
6/7/16,297,G,15.28,2016,6,Mid,N,YOS2015-12-27,Post,0,0.33,0.02,0
10/21/09,298,G,15.6,2009,10,Mid,N,GEO2009-10-19,Post,2.05,0,0,0.13
11/7/09,298,G,16.55,2009,11,Mid,N,GEO2009-10-19,Post,7.25,1.05,0.06,0.44
3/28/16,298,G,15.02,2016,3,Mid,N,YOS2015-12-27,Post,0,0,0,0
3/29/16,298,G,15.7,2016,3,Mid,N,YOS2015-12-27,Post,0,0,0,0
5/11/16,298,G,15.02,2016,5,Mid,N,YOS2015-12-27,Post,0,1.97,0.13,0
6/7/16,298,G,15.17,2016,6,Mid,N,YOS2015-12-27,Post,0,0,0,0
10/21/09,305,G,15.93,2009,10,Mid,N,GEO2009-10-19,Post,0,1.83,0.12,0
10/28/09,305,G,15.83,2009,10,Mid,N,GEO2009-10-19,Post,0,0,0,0
11/7/09,305,G,15.3,2009,11,Mid,N,GEO2009-10-19,Post,2.83,0,0,0.19
10/29/09,315,G,15.8,2009,10,Mid,N,GEO2009-10-19,Post,0,0,0,0
2/20/10,315,G,15.52,2010,2,Mid,N,GEO2009-10-19,Post,0,1.47,0.09,0
4/1/11,379,J,15.25,2011,4,Small,N,MHE2011-03-24,Post,4.95,0,0,0.32
4/5/11,379,J,15.62,2011,4,Small,N,MHE2011-03-24,Post,0,0,0,0
4/12/11,379,J,15.62,2011,4,Small,N,MHE2011-03-24,Post,0,0,0,0
4/18/11,379,J,15.28,2011,4,Small,N,MHE2011-03-24,Post,0,14.35,0.94,0
4/20/11,379,J,15.23,2011,4,Small,N,MHE2011-03-24,Post,0,14.68,0.96,0
4/29/11,379,J,15.6,2011,4,Small,N,MHE2011-03-24,Post,0,0,0,0
5/6/11,379,J,16.67,2011,5,Small,N,MHE2011-03-24,Post,0,0,0,0
5/6/11,379,J,15.15,2011,5,Small,N,MHE2011-03-24,Post,0,0,0,0
6/7/11,379,J,15.55,2011,6,Small,N,MHE2011-03-24,Post,0,0,0,0
6/16/11,379,J,15.88,2011,6,Small,N,MHE2011-03-24,Post,0,0,0,0
6/22/11,379,J,15.37,2011,6,Small,N,MHE2011-03-24,Post,0,0,0,0
7/2/11,379,J,15.23,2011,7,Small,N,MHE2011-03-24,Post,0,7.02,0.46,0
